,Manufacturer,Model,Project Count,Usage Count,Min Unit Cost,Max Unit Cost,Average Unit Cost,Min Unit Price,Max Unit Price,Average Unit Price,Min Unit Labor Hours,Max Unit Labor Hours,Average Unit Labor Hours
Equipment,LUTRON,HWAP-8D-20-120L3,11,60,1250,1445,1315,2500,2890,2630,0.5,1,0.83
Equipment,LUTRON,HWAP-8D-20-120L4,11,158,1250,1445,1289.49,1500,2500,1756.54,0.5,1,0.9
Equipment,LUTRON,HWI-LV17-120,2,2,200,200,200,400,400,400,1,1,1
Equipment,LUTRON,HWI-MI-120,43,274,375,398.75,391.99,416.67,750,684.59,0.25,0.25,0.25
Equipment,LUTRON,HWI-PNL-5,4,4,350,420,402.5,525,840,647.5,0.25,0.5,0.44
Equipment,LUTRON,HWI-PNL-8,16,40,400,475,426.25,527.78,950,801.64,0.5,1,0.83
Equipment,LUTRON,HWI-Q96,1,1,300,300,300,600,600,600,0.5,0.5,0.5
Equipment,LUTRON,HW-RPM-4A-120,46,1790,362.5,385,368.43,0,770,693.95,0,0.5,0.42
Equipment,LUTRON,HW-RPM-4M-120,1,1,316.25,316.25,316.25,575,575,575,0.5,0.5,0.5
Equipment,LUTRON,HW-RPM-4R,36,118,342.5,360,346.65,400,720,680.84,0,0.5,0.44
Equipment,LUTRON,HW-RPM-4U-120,2,15,287.5,305,288.67,469.23,575,567.95,0.25,0.5,0.48
Equipment,LUTRON,HW-TVMKIT-120,11,41,210,210,210,420,420,420,0.5,0.5,0.5
Equipment,LUTRON,L-CRMK-WH,2,14,9,10.2,9.09,18,25,18.5,0.25,0.25,0.25
Equipment,LUTRON,L-LV14-120,1,2,125,125,125,250,250,250,1,1,1
Equipment,LUTRON,LMJ-16R-DV-B,1,2,74.5,74.5,74.5,149,149,149,0.5,0.5,0.5
Equipment,LUTRON,LMJ-5T-DV-B,2,12,99.5,110,109.13,199,220,218.25,0.5,0.5,0.5
Equipment,LUTRON,LOS-CDT-1000,1,1,89.85,89.85,89.85,179.7,179.7,179.7,0.75,0.75,0.75
Equipment,LUTRON,LOS-CDT-500,1,13,70.25,70.25,70.25,108.08,108.08,108.08,0.5,0.5,0.5
Equipment,LUTRON,L-PED1-BL,1,10,7.5,7.5,7.5,15,15,15,0.13,0.13,0.13
Equipment,LUTRON,L-PED1-WH,13,42,7.5,9,7.57,7.5,15,13.34,0,0.5,0.12
Equipment,LUTRON,LQRJ-WPM-6P,4,27,420,485,444.07,840,970,888.15,0,1,0.89
Equipment,LUTRON,LQSE-4A-120-D,5,624,362.5,385,384.93,481.25,770,485.73,0.25,0.5,0.25
Equipment,LUTRON,LQSE-4S8-120-D,4,12,287.5,305,303.54,381.25,610,416.46,0.5,0.5,0.5
Equipment,LUTRON,LQSE-4T5-120-D,3,247,395,395,395,493.75,790,497.35,0.25,0.25,0.25
Equipment,LUTRON,L-REPPRO,3,4,99.5,99.5,99.5,199,199,199,0,1,0.75
Equipment,LUTRON,LRF2-DCRB-WH,3,3,149.5,149.5,149.5,0,0,0,0.75,0.75,0.75
Equipment,LUTRON,LRF2-OCR2B-P-XX,1,13,44.5,44.5,44.5,89,89,89,0.25,0.25,0.25
Equipment,LUTRON,LR-HVAC-WIRE-120,2,16,20,20,20,40,40,40,0.1,0.1,0.1
Equipment,LUTRON,LR-TEMP-FLSH,2,9,24.5,24.5,24.5,49,49,49,0.15,0.15,0.15
Equipment,LUTRON,LUT-DMX 512,1,1,900,900,900,1800,1800,1800,4,4,4
Equipment,LUTRON,LUT-LBX-WH,8,38,90,90,90,150,150,150,0.08,0.5,0.15
Equipment,LUTRON,MA-T51MN-XX,8,81,21.38,22.5,22.33,45,45,45,0.08,0.08,0.08
Equipment,LUTRON,MA-T51-XX,7,29,25.65,25.65,25.65,36.64,51.3,49.28,0,0.25,0.21
Equipment,LUTRON,MS-A102-WH,1,15,60,60,60,100,100,100,0.08,0.08,0.08
Equipment,LUTRON,MS-A202-WH,1,1,75,75,75,125,125,125,0.08,0.08,0.08
Equipment,LUTRON,MS-B202-WH,1,1,75,75,75,125,125,125,0.08,0.08,0.08
Equipment,LUTRON,MSCL-OP153M,1,3,27,27,27,54,54,54,0.5,0.5,0.5
Equipment,LUTRON,NT-C37-NFB-BLA,1,1,0,0,0,0,0,0,0.13,0.13,0.13
Equipment,LUTRON,NT-C37-NFB-CLA,1,27,36,36,36,72,72,72,0.13,1,0.55
Equipment,LUTRON,NT-C76-NFB-BLA,1,1,0,0,0,0,0,0,0.13,0.13,0.13
Equipment,LUTRON,NTR-15-DDTR-XX,1,18,28.98,28.98,28.98,48.3,48.3,48.3,0.08,0.08,0.08
Equipment,LUTRON,NTR-15-HFDU-XX,2,18,26.4,26.4,26.4,44,44,44,0.25,0.25,0.25
Equipment,LUTRON,NT-R3-NFB-XX,7,186,5.36,5.64,5.58,9.4,10.25,9.74,0.08,0.17,0.15
Equipment,LUTRON,NT-R3R3-FB-XX,1,12,16.93,16.93,16.93,35,35,35,0.08,0.08,0.08
Equipment,LUTRON,NT-R3R3R3-FB-XX,1,3,32.6,32.6,32.6,69,69,69,0.08,0.08,0.08
Equipment,LUTRON,PALLADIOM 1G METAL FACEPLATE (CHOOSE FINISH),5,156,55,55,55,110,110,110,0.25,0.25,0.25
Equipment,LUTRON,PALLADIOM 1G METAL KEYPAD (CHOOSE FINISH),5,156,240,240,240,480,480,480,0.5,0.5,0.5
Equipment,LUTRON,PALLADIOM 2G METAL FACEPLATE (CHOOSE FINISH),1,3,55,55,55,110,110,110,0.25,0.25,0.25
Equipment,LUTRON,PALLADIOM 2G METAL KEYPAD (CHOOSE FINISH),1,3,415,415,415,830,830,830,0.5,0.5,0.5
Equipment,LUTRON,PD2-16F-120,1,1,250,250,250,500,500,500,0.5,0.5,0.5
Equipment,LUTRON,PD4-36F-120,2,162,420,420,420,525,525,525,0.5,0.5,0.5
Equipment,LUTRON,PD8-59F-120,3,40,500,500,500,625,1000,643.75,0.5,0.5,0.5
Equipment,LUTRON,PHPM-PA-120-WH,8,14,177.5,181.5,179.21,295.83,443.75,352.74,0.25,1,0.46
Equipment,LUTRON,PHPM-PA-DV-WH,1,1,230,230,230,460,460,460,0.5,0.5,0.5
Equipment,LUTRON,PHPM-SW-DV-WH,4,10,120,140,128,240,280,256,0.25,1,0.45
Equipment,LUTRON,PICO-FP-ADAPT,3,8,4,4,4,4.21,8,7.05,0.25,0.25,0.25
Equipment,LUTRON,PICO-SM-KIT,9,69,3.95,3.95,3.95,7.9,7.9,7.9,0.25,0.5,0.38
Equipment,LUTRON,PICO-WBX-ADAPT,22,163,4,4.8,4.32,4,8,7.5,0.1,0.25,0.19
Equipment,LUTRON,PJ2-2B-GXX-L01,3,9,12.5,15,12.78,23.08,25,24.79,0.25,0.75,0.69
Equipment,LUTRON,PJ2-2BRL-GXX-S01,7,42,15,28,26.76,28,56,40.19,0.25,0.5,0.27
Equipment,LUTRON,PJ2-3BRL-GWH-L01,2,10,10.5,10.5,10.5,21,21,21,0.5,0.5,0.5
Equipment,LUTRON,PJ2-3BRL-GWH-S01,13,29,12.5,15,12.67,13.16,530,128.67,0.25,0.75,0.47
Equipment,LUTRON,PJ2-3BRL-GXX-A02,1,7,12.5,12.5,12.5,25,25,25,0.5,0.5,0.5
Equipment,LUTRON,PJ2-3BRL-GXX-S02,3,10,28,28,28,35,56,43.4,0.25,0.25,0.25
Equipment,LUTRON,PJ2-4B-GBL-EL2,1,10,25,25,25,50,50,50,0.5,0.5,0.5
Equipment,LUTRON,PJ2-4B-GWH-L31,1,55,23.4,23.4,23.4,39,39,39,0.25,0.25,0.25
Equipment,LUTRON,PJ2-4B-GXX-EL2,3,33,62.5,62.5,62.5,125,125,125,0.25,0.25,0.25
Equipment,LUTRON,PJ2-4B-TSW-EL2,1,2,62.5,62.5,62.5,125,125,125,0.5,0.5,0.5
Equipment,LUTRON,PJ-3BRL-GXX-T0X,4,25,28,28,28,56,56,56,0.25,0.5,0.49
Equipment,LUTRON,P-PKG1W-WH,1,1,48,48,48,80,80,80,0.25,0.25,0.25
Equipment,LUTRON,PPS1-120-15DC-3A,1,1,520,520,520,1040,1040,1040,0.5,0.5,0.5
Equipment,LUTRON,QSE-CI-DMX,1,1,280,280,280,550,550,550,1,1,1
Equipment,LUTRON,QSE-IO,20,24,0,185,164.9,0,462.5,319.5,0,4,1.59
Equipment,LUTRON,QSPS-10PNL,82,184,0,968,877.88,0,1850,1718.34,0,1,0.56
Equipment,LUTRON,QSPS-10PNL-NPM,7,41,150,157.5,156.59,165.79,315,306.17,0.5,7.25,0.66
Equipment,LUTRON,QSPS-30PNL-NPM,29,58,600,625,615.52,625,1250,1165.73,0.5,1,0.53
Equipment,LUTRON,QSPS-DH-1-75-H,73,413,150,165,155.65,165,330,239.49,0,0.5,0.38
Equipment,LUTRON,QSPS-P1-1-150,2,5,99,99,99,198,198,198,0.5,0.5,0.5
Equipment,LUTRON,QSPS-P1-1-35,7,22,99,105,102.82,198,210,204.55,0.5,0.5,0.5
Equipment,LUTRON,QSPS-P1-1-50,1,1,99,99,99,198,198,198,0.5,0.5,0.5
Equipment,LUTRON,QSPSY-10PNL,3,5,780,780,780,1560,1560,1560,0.5,0.5,0.5
Equipment,LUTRON,QSSC-EDU-D175,1,2,1039.8,1039.8,1039.8,1733,1733,1733,1,1,1
Equipment,LUTRON,QS-WLB,56,470,37.5,41.25,40.88,41.25,98.75,73.07,0.17,0.5,0.5
Equipment,LUTRON,QSWS2-2BRL-I-XX-XXX,1,7,156,156,156,312,312,312,1,1,1
Equipment,LUTRON,QSYC4-RCVR,2,6,175,210,192.5,350,420,385,0.25,0.5,0.38
Equipment,LUTRON,RD-RD-LA,1,14,20,20,20,40,40,40,0,0,0
Equipment,LUTRON,RD-RD-XX,8,31,20,25,20.48,28.57,50,39.49,0,0.75,0.33
Equipment,LUTRON,RD-RS-XX,2,4,20,20,20,40,40,40,0,0.13,0.03
Equipment,LUTRON,RKD-H3BSRL-XX-E,1,3,32.5,32.5,32.5,65,65,65,1,1,1
Equipment,LUTRON,RKD-H6BRL-SW-E,1,2,32.5,32.5,32.5,65,65,65,0,0,0
Equipment,LUTRON,RKD-W3BS-XX-E,1,3,32.5,32.5,32.5,65,65,65,0.13,0.13,0.13
Equipment,LUTRON,RKD-W5B-XX-E,1,2,32.5,32.5,32.5,65,65,65,0.13,0.13,0.13
Equipment,LUTRON,RP-FDU-10-XX,2,40,12.6,12.6,12.6,21,21,21,0.08,0.08,0.08
Equipment,LUTRON,RR-3PD-1-XX,2,16,74.5,75,74.75,106.43,150,128.21,0.25,0.25,0.25
Equipment,LUTRON,RR-AUX-REP-WH,24,42,149.5,165,155.77,165,330,299.2,0,1,0.26
Equipment,LUTRON,RRD-10D-XX,1,2,99.5,99.5,99.5,199,199,199,0.75,0.75,0.75
Equipment,LUTRON,RRD-10ND-XX,1,16,99.5,99.5,99.5,199,199,199,0.1,0.1,0.1
Equipment,LUTRON,RRD-2ANF-LA,1,3,99.5,99.5,99.5,199,199,199,0,0,0
Equipment,LUTRON,RRD-2ANF-XX,3,5,99.5,99.5,99.5,199,199,199,0,0.25,0.2
Equipment,LUTRON,RRD-3LD-XX,1,4,74.5,74.5,74.5,149,149,149,0.1,0.1,0.1
Equipment,LUTRON,RRD-6CL-LA,1,22,74.5,74.5,74.5,149,149,149,0,0,0
Equipment,LUTRON,RRD-6CL-XX,4,85,74.5,79.5,75.56,106.43,159,142.1,0.1,0.25,0.15
Equipment,LUTRON,RRD-6NA-XX,8,274,99.5,104.5,99.85,199,209,199.69,0,0.75,0.23
Equipment,LUTRON,RRD-8ANS-XX,6,36,74.5,74.5,74.5,106.43,149,145.45,0,0.25,0.09
Equipment,LUTRON,RRD-8S-DV-XX,1,1,99.5,99.5,99.5,199,199,199,0.1,0.1,0.1
Equipment,LUTRON,RRD-H3BSRL-XX,1,8,199.5,199.5,199.5,399,399,399,0.5,0.5,0.5
Equipment,LUTRON,RRD-H5BRL-XX,1,11,199.5,199.5,199.5,399,399,399,0.5,0.5,0.5
Equipment,LUTRON,RRD-H6BRL-XX,10,75,199.5,220,210.16,314.29,440,390.15,0,0.5,0.26
Equipment,LUTRON,RRD-HN6BRL-XX,3,50,220,249.5,242.42,440,499,484.84,0.25,0.25,0.25
Equipment,LUTRON,RRD-W3BSRL-XX,2,29,149.5,165,153.24,299,330,306.48,0.5,0.75,0.56
Equipment,LUTRON,RRD-W6BRL-XX,7,45,149.5,165,154.67,299,330,309.33,0,0.75,0.24
Equipment,LUTRON,RR-MAIN-REP-WH,21,24,249.5,275,259.06,275,550,488.66,0,1.5,0.95
Equipment,LUTRON,RR-SEL-REP2,5,5,124.5,124.5,124.5,249,249,249,0,1,0.5
Equipment,LUTRON,RR-T5RL-XX,2,5,220,220,220,314.29,440,339.43,0.25,0.75,0.35
Equipment,LUTRON,RR-VCRX-WH,2,6,149.5,165,162.42,299,330,324.83,0.25,1,0.38
Equipment,LUTRON,SC-1-SW,1,23,6.66,6.66,6.66,11.1,11.1,11.1,0,0,0
Equipment,LUTRON,SC-1-XX,2,84,5.46,5.46,5.46,7.8,9,8.61,0.08,0.13,0.11
Equipment,LUTRON,SC-2-XX,2,9,8.52,8.52,8.52,12.17,14,12.58,0.08,0.13,0.09
Equipment,LUTRON,SC-3-XX,1,2,11.52,11.52,11.52,16.46,16.46,16.46,0.08,0.08,0.08
Equipment,LUTRON,SC-4-XX,1,1,12.02,12.02,12.02,22,22,22,0.13,0.13,0.13
Equipment,LUTRON,SHADE POCKET ALLOWANCE,2,12,159.72,1166.94,258.3,319.44,2333.88,516.59,0,0,0
Equipment,LUTRON,SMC55-RESI,4,25,200,200,200,400,400,400,0.25,0.25,0.25
Equipment,LUTRON,WIN-BRK-100D,1,1,100,100,100,200,200,200,0.15,0.15,0.15
Equipment,LUTRON,WINDOW TREATMENTS,175,789,0,57993.11,3575.08,0,115986.22,6955.78,0,90,0.66
Equipment,LUTRON,WIN-PS-5CC-R,29,217,440,465,456.82,465,930,824.99,0.5,0.5,0.5
Equipment,LUXUL,AGS-1008M,2,3,70.3,70.3,70.3,129.18,140.6,132.99,0,0.5,0.17
Equipment,LUXUL,AGS-1024,2,2,188.1,188.1,188.1,349.95,349.95,349.95,0.5,0.5,0.5
Equipment,LUXUL,AMS-1208P,4,4,266.95,266.95,266.95,381.36,533.9,457.63,0.5,1,0.63
Equipment,LUXUL,AMS-2624P,17,31,608,615.6,614.62,675.56,1150,999.78,0.5,2,0.84
Equipment,LUXUL,XAP-1410,3,7,235.6,235.6,235.6,439.95,439.95,439.95,1,1,1
Equipment,LUXUL,XAP-1510,5,5,229,337.95,316.16,403.81,595.95,557.52,0.5,1,0.8
Equipment,LUXUL,XGS-1005-5,3,6,29.4,137.5,83.45,58.8,229.99,144.4,0.5,0.5,0.5
Equipment,LUXUL,XMS-5248P,2,3,1229.3,1264,1240.87,2460,2529.52,2483.17,0.5,1,0.83
Equipment,LUXUL,XPE-2500,1,2,31.99,31.99,31.99,54.38,54.39,54.39,0,0,0
Equipment,LUXUL,XSA-SFP10G,5,17,249.85,249.85,249.85,356.93,380.29,377.54,0.25,0.5,0.47
Equipment,LUXUL,XWC-1000,2,2,224.95,224.95,224.95,399.95,399.95,399.95,1,1,1
Equipment,LUXUL,XWC-1000 (DO NOT ORDER),1,1,0,0,0,0,0,0,0,0,0
Equipment,MACURCO,CM-E1,123,222,54.86,66.58,61.59,54.86,109.15,104.85,0,1,0.95
Equipment,MACURCO,GD-2B,132,329,99.99,107.09,100.75,99.99,173.09,160.83,0,1,0.48
Equipment,MACURCO,MA-GD2A,2,3,101.99,101.99,101.99,163.18,163.18,163.18,0,2,1.33
Equipment,MARSHALL ELECTRONICS,AR-AM1,3,15,389,389,389,389,592.09,429.62,1,1,1
Equipment,MARSHALL ELECTRONICS,CV4708.0-3MP,1,1,40,40,40,45,45,45,0,0,0
Equipment,MARSHALL ELECTRONICS,CV503,1,1,400.14,400.14,400.14,500.18,500.18,500.18,0,0,0
Equipment,MARSHALL ELECTRONICS,CVM-15,1,1,11.13,11.13,11.13,13.91,13.91,13.91,0,0,0
Equipment,MARSHALL ELECTRONICS,CVM-7,1,1,46.69,46.69,46.69,58.36,58.36,58.36,0,0,0
Speaker,MARTIN AUDIO,C6.8T,1,10,99,99,99,180,180,180,1,1,1
Wire,MCINTOSH,CBA2M,4,18,200,200,200,500,500,500,0.25,0.25,0.25
Equipment,MCINTOSH,MA252,1,1,2400,2400,2400,4000,4000,4000,1,1,1
Equipment,MCINTOSH,MC205,2,2,4500,4500,4500,7500,7500,7500,1.5,1.5,1.5
Equipment,MCINTOSH,MC207,1,1,5400,5400,5400,9000,9000,9000,1.5,1.5,1.5
Equipment,MCINTOSH,MC302,1,1,3300,3300,3300,5500,5500,5500,1,1,1
Equipment,MCINTOSH,MI128,2,2,2100,2100,2100,3000,3000,3000,1,1,1
Equipment,MCINTOSH,MP100,1,2,1200,1200,1200,2000,2000,2000,1,1,1
Equipment,MCINTOSH,MPC1500,6,6,3000,3300,3100,5000,5500,5166.67,0.5,1,0.83
Equipment,MCINTOSH,MT2,1,2,2400,2400,2400,4000,4000,4000,0.5,0.5,0.5
Equipment,MCINTOSH,MT5,1,1,4200,4200,4200,7000,7000,7000,0.5,0.5,0.5
Equipment,MCINTOSH,MTI100,2,2,3900,3900,3900,6290.32,6290.32,6290.32,1,1,1
Equipment,MCINTOSH,MX122,5,5,4200,4500,4320,7000,7500,7200,0.75,2,1.5
Equipment,MCINTOSH,MX160,3,3,8400,8400,8400,14000,14000,14000,2,2,2
Equipment,MERCURY SECURITY CORP,EP1502,1,1,936,936,936,1440,1440,1440,1,1,1
Equipment,MERCURY SECURITY CORP,MR52-S3,1,7,472.5,472.5,472.5,727,727,727,1,1,1
Equipment,MERSIVE TECHNOLOGIES INC,SOLSTICE POD,3,6,999,999,999,1520.55,1520.55,1520.55,1,1,1
Speaker,MEYER SOUND,"ASHBY-5C (BLACK, NO ATTN)",3,10,1090,1090,1090,1308,1308,1308,0.5,0.5,0.5
Speaker,MEYER SOUND,"ASHBY-5C (WHITE, NO ATTN)",2,18,672,1090,904.22,1120,1308,1242.56,0.5,0.5,0.5
Speaker,MEYER SOUND,ASHBY-5C NEW CONST BRKT KIT,3,20,30,50,48,50,60,59,0.25,0.25,0.25
Speaker,MEYER SOUND,"ASHBY-8C (BLACK, NO ATTN)",1,6,1490,1490,1490,1788,1788,1788,0.5,0.5,0.5
Speaker,MEYER SOUND,"ASHBY-8C (WHITE, NO ATTN)",3,10,1490,1490,1490,1788,1788,1788,0.5,0.5,0.5
Speaker,MEYER SOUND,ASHBY-8C NEW CONST BRKT KIT,4,16,50,50,50,60,60,60,0.25,0.25,0.25
Equipment,MEYER SOUND,MM-10XP (PHOENIX 5-PIN),1,2,1302,1302,1302,2604,2604,2604,1,1,1
Equipment,MEYER SOUND,MPS-482HP,1,2,468,468,468,780,780,780,0.25,0.25,0.25
Equipment,MEYER SOUND,MPS-482HP RACKMOUNT,1,2,84,84,84,140,140,140,0.25,0.25,0.25
Equipment,MEYER SOUND,MPS-488HP,6,19,1146,1146,1146,2292,2292,2292,1,1,1
Speaker,MEYER SOUND,MUB-UPM,4,19,90,90,90,150,180,175.26,0.5,0.5,0.5
Speaker,MEYER SOUND,MUB-USW-210P,1,4,276,276,276,460,460,460,0.25,0.25,0.25
Speaker,MEYER SOUND,SYSTEM CALIBRATION,1,1,645,645,645,1290,1290,1290,8,8,8
Equipment,MEYER SOUND,UMS-1XP,1,4,2016,2016,2016,3360,3360,3360,2,2,2
Speaker,MEYER SOUND,UP-4XP,2,8,1464,1464,1464,2928,2928,2928,1,1,1
Speaker,MEYER SOUND,UPM-2XP,2,11,1698,1698,1698,2830,2830,2830,1,1.5,1.09
Equipment,MEYER SOUND,USW-210P,1,7,2646,2646,2646,4410,4410,4410,1,2,1.43
Equipment,MICROSOFT,WIRELESS CONTROLLER,28,47,59.99,64.99,63.18,59.99,64.99,63.18,0.1,0.13,0.12
Equipment,MICROSOFT,XBOX ONE X (1TB),22,32,175,499.99,429.68,350,555.54,469.44,0.5,1,0.95
Equipment,MIDDLE ATLANTIC,5-21,2,2,217.5,248,232.75,496,725,610.5,2,4,3
Equipment,MIDDLE ATLANTIC,5-21-26,2,2,249.6,249.6,249.6,520,520,520,0,4,2
Equipment,MIDDLE ATLANTIC,5-29,6,9,239.5,251.16,247.98,381.27,525,477.8,2,8,3.78
Equipment,MIDDLE ATLANTIC,5-37,44,47,0,261.73,238.2,0,551,480.87,0,40,8.51
Equipment,MIDDLE ATLANTIC,5-37-26,6,7,283.2,298.77,296.55,543.22,629,611.17,2,10,6.57
Equipment,MIDDLE ATLANTIC,5-43,9,9,263.15,299.5,275.75,460.77,576,545.5,4,8,5.78
Equipment,MIDDLE ATLANTIC,5AR21,1,1,62.5,62.5,62.5,125,125,125,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,5AR29,1,1,69,69,69,138,138,138,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,5AR43,1,1,76.36,76.36,76.36,166,166,166,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,5-FAN-K,66,73,0,86.5,74.74,0,173,148.79,0,0.25,0.25
Equipment,MIDDLE ATLANTIC,AFACE2 APPLE APPLE TV 4K 32G (DUAL),2,3,55.2,55.2,55.2,89.03,115,106.34,0.08,0.08,0.08
Equipment,MIDDLE ATLANTIC,AFACE2 DIRECTV C61K700,1,1,55.2,55.2,55.2,89.03,89.03,89.03,0.08,0.08,0.08
Equipment,MIDDLE ATLANTIC,AFACE2 DIRECTV C61K700 (DUAL),3,4,55.2,55.2,55.2,89.03,115,108.51,0.08,0.08,0.08
Equipment,MIDDLE ATLANTIC,AFACE2 DIRECTV HR54500,1,1,55.2,55.2,55.2,89.03,89.03,89.03,0.08,0.08,0.08
Equipment,MIDDLE ATLANTIC,AP-4,8,9,24.23,26.22,25.91,51,53,52.34,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,AXS-21,1,1,612.5,612.5,612.5,1225,1225,1225,4,4,4
Equipment,MIDDLE ATLANTIC,AXS-40,1,2,538.17,538.17,538.17,1130,1130,1130,8,8,8
Equipment,MIDDLE ATLANTIC,AXS-43,1,1,530.4,530.4,530.4,1105,1105,1105,4,4,4
Equipment,MIDDLE ATLANTIC,AXS-43-26,1,1,566.88,566.88,566.88,1181,1181,1181,8,8,8
Equipment,MIDDLE ATLANTIC,AXS-FAN,1,2,44,44,44,88,88,88,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,BL1,195,2141,0,13,11.8,0,26,22.62,0,4,0.24
Equipment,MIDDLE ATLANTIC,BL2,72,223,12.82,15,13.88,15.31,30,27.75,0.01,0.5,0.34
Equipment,MIDDLE ATLANTIC,BL3,9,10,16.32,18,16.95,25.58,36,34.06,0.08,0.5,0.32
Equipment,MIDDLE ATLANTIC,BL4,10,18,19,21.5,19.79,27.14,43,35.56,0.08,0.5,0.43
Equipment,MIDDLE ATLANTIC,BR1,68,201,27.9,35.5,32.12,30.72,71,59.79,0.01,0.25,0.22
Equipment,MIDDLE ATLANTIC,CAB-COOL,1,2,70.3,70.3,70.3,148,148,148,1,1,1
Equipment,MIDDLE ATLANTIC,CBS-5-26R,6,7,132.96,140.13,137.06,254.78,295,281.54,0.25,0.5,0.46
Equipment,MIDDLE ATLANTIC,CBS-5R,59,64,0,146,122.61,0,292,246.22,0,0.5,0.47
Equipment,MIDDLE ATLANTIC,CBS-ERK-20R,1,1,127.2,127.2,127.2,265,265,265,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,CBS-ERK-25R,5,5,133.92,153.5,144.24,191.88,307,273.58,0.25,0.5,0.35
Equipment,MIDDLE ATLANTIC,CBS-MRK-26R,38,72,133.65,188.5,163.39,148.32,377,295.36,0.25,0.5,0.45
Equipment,MIDDLE ATLANTIC,CBS-MRK-31R,3,4,205.5,205.5,205.5,316.15,411,363.58,0,0.25,0.13
Equipment,MIDDLE ATLANTIC,CFR-12-18,3,6,186.24,186.24,186.24,388,388,388,6,6,6
Equipment,MIDDLE ATLANTIC,CN1032-50,1,1,23.5,23.5,23.5,46,46,46,0.15,0.15,0.15
Equipment,MIDDLE ATLANTIC,CWR-26-22PD,2,2,550.52,658,604.26,1098,1159,1128.5,0,8,4
Equipment,MIDDLE ATLANTIC,D2,6,7,102.6,112.5,104.01,216,225,217.29,0.25,0.5,0.39
Equipment,MIDDLE ATLANTIC,D3,2,2,111.36,115.9,113.63,232,244,238,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,D4,4,7,123.03,134.5,132.86,216.94,269,252.7,0.25,0.5,0.29
Equipment,MIDDLE ATLANTIC,D5,2,2,134.88,153.5,144.19,281,307,294,0.25,0.5,0.38
Equipment,MIDDLE ATLANTIC,DECP-1X1,2,2,17.1,17.57,17.34,36,37,36.5,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,DO-5-37,2,2,147.36,170.5,158.93,307,341,324,0.25,0.5,0.38
Equipment,MIDDLE ATLANTIC,DOP-5-37,1,1,375.73,375.73,375.73,791,791,791,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,DUCT-COOL-1PT,5,6,302.88,307.32,304.36,631,647,636.33,1,1,1
Equipment,MIDDLE ATLANTIC,DUCT-COOL-2PT,3,5,377.15,377.15,377.15,794,794,794,3,3,3
Equipment,MIDDLE ATLANTIC,DWR-10-22PD,1,1,425.6,425.6,425.6,896,896,896,4,4,4
Equipment,MIDDLE ATLANTIC,DWR-12-26,3,3,392.82,505.5,430.38,604.34,1011,814.11,4,6,5.33
Equipment,MIDDLE ATLANTIC,DWR-16-17PD,1,1,477.6,477.6,477.6,995,995,995,8,8,8
Equipment,MIDDLE ATLANTIC,DWR-16-22,1,1,479.5,479.5,479.5,959,959,959,4,4,4
Equipment,MIDDLE ATLANTIC,DWR-18-17,1,1,411.36,411.36,411.36,857,857,857,6,6,6
Equipment,MIDDLE ATLANTIC,DWR-18-26,5,5,466.56,533.5,493.34,711.33,972,903.3,4,6,4.8
Equipment,MIDDLE ATLANTIC,DWR-18-32,2,3,525.83,525.83,525.83,808.96,808.96,808.96,8,8,8
Equipment,MIDDLE ATLANTIC,DWR-24-26,5,8,655.2,749.5,683.96,1365,1499,1428.25,0,8,6
Equipment,MIDDLE ATLANTIC,DWR-35-22PD,1,1,973.5,973.5,973.5,1622.5,1622.5,1622.5,8,8,8
Equipment,MIDDLE ATLANTIC,DWR-35-26,12,18,726.24,831,761.93,1108,1662,1443.5,4,8,7.56
Equipment,MIDDLE ATLANTIC,DWR-35-26PD,2,2,884.45,961.88,923.17,1862,2025,1943.5,4,8,6
Equipment,MIDDLE ATLANTIC,DWR-FK17,2,2,92.5,92.5,92.5,192.71,192.71,192.71,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,DWR-FK22,5,5,95.95,105,103.19,202,210,208.4,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,DWR-FK26,12,20,87.88,105,100.15,175,210,201.3,0.25,1,0.51
Equipment,MIDDLE ATLANTIC,DWR-FK6-26,25,37,123.5,142.5,131.02,144.61,285,254.24,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,DWR-FK6-32,2,3,135.38,135.38,135.38,208.27,208.27,208.27,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,DWR-RR10,1,1,21.38,21.38,21.38,45,45,45,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,DWR-RR12,1,1,22.56,22.56,22.56,47,47,47,0.75,0.75,0.75
Equipment,MIDDLE ATLANTIC,DWR-RR16,1,1,27.36,27.36,27.36,57,57,57,0.25,0.25,0.25
